"","X359","X361","X363","X365","X367","X371","X373","X375","X379"
"g26852",1801,2107,1345,1515,1286,1291,774,1240,1164
"g36419",208,258,380,281,225,329,298,243,391
"adi2mcaRNA32730_R1",167,155,182,121,85,65,77,95,64
"g3531",796,793,536,439,400,543,326,568,617
"g15238",198,179,264,208,160,285,234,135,319
"g55614",125,81,149,53,70,44,37,72,26
"g11938",537,319,434,412,453,554,463,304,586
"g14722",132,147,218,211,120,91,63,217,52
"g49485",254,212,230,160,169,137,107,176,162
"g49482",2773,2906,3121,2755,2620,3427,2379,2075,3398
"adi2mcaRNA22584_R0",797,671,800,519,508,432,397,566,441
"g1267",1052,1260,1272,1291,1358,1339,1238,861,1369
"adi2mcaRNA17800_R1",5469,6656,8829,8911,9801,11870,8407,6992,13070
"g28257",882,941,627,420,492,342,347,387,552
"g47550",347,397,523,447,410,490,430,412,585
"adi2mcaRNA13176_R1",314,267,316,255,297,380,282,235,340
"g7889",126,77,37,52,41,26,9,74,8
"adi2mcaRNA38320_R0",1224,1141,2021,1360,1291,891,558,1317,1000
"adi2mcaRNA2015_R0",72,70,27,52,55,149,158,13,285
"adi2mcaRNA2015_R1",60,59,21,39,41,104,127,11,223
"adi2mcaRNA9173_R5",190,117,230,178,146,278,189,135,345
"g19219",138,132,145,162,102,193,148,91,213
"g23822",634,589,546,603,418,735,782,360,877
"g22443",313,251,305,235,245,413,273,155,388
"g51692",2221,2190,2923,2475,2600,3153,2028,2091,2835
"g18169",1096,1004,1158,924,853,1350,859,874,1187
"g51699",648,563,631,371,484,346,223,540,301
"g31296",312,212,333,352,368,365,278,250,366
"adi2mcaRNA37566_R6",151,96,148,90,128,81,42,120,63
"g67361",3990,4104,4505,3104,3325,2746,2062,3493,2802
"g67362",1397,1211,1368,1357,1127,1544,1188,717,1714
"adi2mcaRNA4135_R0",415,364,525,506,433,498,398,351,461
"g24047",103,113,101,149,61,157,117,56,207
"g3964",1178,1166,1257,1009,954,935,672,916,764
"g25318",34,73,172,69,80,86,87,34,127
"g58015",259,274,292,114,175,99,115,237,203
"g60981",291,254,229,214,188,188,151,237,140
"g58013",88,107,154,81,110,128,148,62,141
"g62725",1998,1705,2392,1434,1600,1269,900,1620,1272
"g41054",1191,1151,1397,1185,1223,1369,1058,1051,1491
"g66111",290,313,322,330,418,557,305,193,410
"g66115",602,712,616,488,581,919,690,490,844
"g9814",1677,1795,1444,916,1103,957,676,985,795
"g10421",477,389,838,685,666,652,499,385,770
"g55386",603,593,522,511,554,439,213,473,395
"g54383",936,918,871,574,497,519,292,637,430
"g16485",75,74,111,119,84,160,64,51,100
"g16481",89,91,119,135,106,200,172,110,168
"g15680",812,625,793,534,537,497,341,640,527
"g53569",151,197,239,231,163,79,91,109,75
"g49077",1200,1045,1540,892,1015,753,633,1090,841
"adi2mcaRNA33138_R0",385,306,428,333,427,131,133,365,190
"g55800",848,993,846,842,783,1243,790,476,1618
"adi2mcaRNA5415_R0",366,240,420,448,499,445,375,206,537
"g45186",1243,1157,1683,1545,1596,1792,1350,1377,1799
"g45181",180,147,202,185,173,187,194,116,202
"g45183",1152,1279,1656,1460,1764,1954,1348,1230,1813
"g45188",2824,2763,2846,2022,2297,1923,1537,2150,1855
"g43178",62,58,158,146,132,202,286,15,626
"g43173",3392,3218,3774,3005,2786,2835,2000,3047,2246
"g65077",55,38,71,42,46,74,64,43,109
"g65071",23,0,27,31,38,33,70,6,52
"g65070",73,55,153,94,72,189,129,29,243
"g65079",392,340,592,276,399,232,116,411,233
"g33547",35,62,77,80,85,87,65,36,111
"g28772",1792,1690,608,518,460,515,461,411,494
"g38549",5329,5385,5821,4140,4629,3638,2867,4709,3640
"g3318",1660,1583,1733,1972,1083,2082,1559,1137,1931
"g9387",1164,1163,1457,1075,1419,1377,1325,959,1414
"g28905",1483,1349,1725,1615,1396,1883,1595,1410,2097
"g25934",4180,3759,4716,3487,3841,3330,2271,3682,3047
"g25931",311,334,340,277,323,470,312,240,396
"g25687",279,274,511,471,387,617,353,247,584
"g50383",1184,1258,1593,1809,1410,2455,2505,1221,2780
"g55278",1549,1345,1413,1089,1168,826,762,1027,1013
"g4715",211,197,92,65,46,50,39,43,82
"g55279",2119,2318,2759,2474,2391,3023,2309,2305,2780
"g59120",79,67,108,142,125,126,80,78,253
"g16006",51,56,93,77,44,129,51,42,94
"g11098",900,835,1030,567,737,427,445,768,554
"g53176",15,17,14,33,22,28,36,12,45
"g61849",1257,1459,1228,1523,1004,1858,1185,943,2133
"g61842",511,706,701,690,537,783,664,358,955
"g61846",127,72,26,32,43,41,36,55,12
"g11631",987,862,767,685,670,934,853,486,1075
"g15614",5684,5553,6821,5106,4641,3821,3018,6146,4066
"g1651",1789,1858,1927,1777,1542,2210,1528,1373,1957
"g17677",492,450,598,587,347,597,512,254,617
"g60000",470,688,554,549,461,822,567,462,746
"g6367",3812,4124,4274,4074,3428,4393,3644,3049,4351
"g6366",355,243,348,135,249,174,119,302,170
"g759",150,144,193,181,236,237,131,87,241
"g37500",598,637,862,891,758,1096,1000,530,1358
"g13002",1348,1306,1483,1087,1061,892,752,1170,1060
"g18333",9824,11374,9045,7439,5853,7291,5231,6879,3728
"g48694",47,93,87,40,77,16,9,85,32
"g54176",19,7,30,54,31,34,24,8,28
"adi2mcaRNA35119_R0",701,743,802,781,589,985,669,585,991
"g36625",104,123,146,182,111,152,178,74,177
"g4459",604,250,485,137,238,187,177,308,159
"g32287",1023,1021,1529,1788,1445,2162,1585,1153,1550
"g32280",291,221,492,345,386,361,289,175,370
"g41412",4903,5437,5627,5750,4853,6473,4541,3686,6137
"adi2mcaRNA24715_R0",985,818,953,618,752,496,517,781,446
"g43819",511,517,629,671,573,655,492,403,629
"g64265",105,98,94,57,69,23,41,116,72
"g30117",1332,1134,1612,931,1021,744,650,1096,787
"g70000",597,587,726,540,454,791,605,326,716
"g28500",2017,1790,1911,1385,1629,1299,1146,1465,1367
"g33805",28,36,72,54,61,86,46,48,75
"g28632",134,158,70,69,9,55,29,48,19
"g70369",831,704,891,595,662,550,393,699,562
"g29329",2510,2724,3956,4073,2557,5261,3990,2683,5384
"g70367",136,83,153,81,73,62,30,107,34
"g15062",532,405,692,449,415,519,459,410,743
"adi2mcaRNA6000_R0",122,77,116,77,73,69,26,79,46
"adi2mcaRNA13962_R0",46,31,31,38,40,74,72,33,90
"g24980",301,366,318,336,275,389,326,233,496
"g24982",969,991,1569,1345,972,1280,898,916,1246
"g24989",2500,2321,1923,1384,1456,1318,1113,1396,1185
"adi2mcaRNA9787_R1",1223,1448,1919,1761,1742,2392,1865,1355,1801
"g44147",3550,2913,3814,2600,2976,2447,1715,3159,2497
"adi2mcaRNA14719_R0",7383,6919,8154,5006,5844,4308,3550,5825,4372
"g20840",792,809,974,935,824,1173,727,710,1060
"g48152",733,676,776,522,488,469,335,621,495
"g45712",816,866,819,536,624,605,397,676,469
"g14107",47,52,74,72,112,107,143,43,145
"g59537",374,352,606,548,439,717,668,360,921
"g25392",884,950,1218,845,924,741,516,958,735
"g6751",267,273,439,393,487,559,415,222,459
"g6752",746,738,621,696,525,566,332,729,344
"g6753",321,236,257,170,228,154,72,314,147
"g35183",24,38,42,52,65,102,106,35,179
"g35180",2132,2063,2086,1510,1793,1264,1209,1430,1412
"g381",211,227,241,226,233,280,282,118,308
"adi2mcaRNA38533_R0",169,214,104,91,63,123,79,172,121
"g26490",291,274,406,340,221,511,330,242,539
"g22617",513,482,391,573,401,735,570,206,662
"g58091",2418,2630,2804,2302,2140,1964,1415,2109,1888
"adi2mcaRNA35252_R0",1019,948,1074,1011,923,1144,913,809,1064
"g67651",1413,1199,1306,865,1136,841,739,972,833
"g67652",1209,1035,1432,904,1039,787,653,999,882
"adi2mcaRNA23476_R0",518,632,1063,1142,871,1131,835,522,1450
"g31747",988,945,1071,701,912,689,546,824,554
"g8621",3166,3278,3073,2087,2486,2216,1676,2531,2096
"g21109",813,794,1098,1108,906,1204,783,589,1402
"g35939",1977,1794,2233,1580,1770,1494,1208,1987,1207
"g47754",661,489,749,487,513,317,299,457,409
"g33875",110,113,259,171,129,205,129,62,227
"g33873",2386,2393,2703,2662,2010,3320,2512,1641,3397
"g55060",122,142,79,108,58,84,49,110,60
"adi2mcaRNA16909_R0",290,186,288,174,273,390,251,204,411
"g64760",1529,1325,1698,1464,1521,1016,799,1469,1084
"g47408",806,830,899,660,724,916,740,596,916
"g37232",2665,2522,2466,1848,1628,1912,1294,2122,1714
"g65415",155,123,286,139,107,82,77,199,77
"adi2mcaRNA7280_R1",372,346,360,292,276,226,170,284,210
"g22253",7259,7770,8474,7722,7001,8406,6318,5247,8701
"g8142",915,640,1075,413,887,402,430,773,472
"g66190",2656,2846,2342,2256,1966,2261,1315,1979,1599
"g66196",3158,2891,3718,2412,2729,2161,1515,2542,2045
"adi2mcaRNA12348_R0",99,86,76,71,52,56,34,74,48
"g9236",377,288,377,334,257,363,429,234,475
"g32751",1101,968,1355,993,972,750,683,1128,748
"g9239",1106,1060,1406,761,1011,734,622,1057,758
"g35279",1262,1278,1417,1386,1087,1581,1174,1029,1636
"g59089",4335,4422,5240,3781,3880,3025,2583,3852,3310
"g13439",389,446,536,465,416,561,429,301,662
"adi2mcaRNA40027_R0",3681,3394,3908,4402,2851,5017,3795,2480,5337
"g12520",1795,2057,2384,2062,1914,2577,1763,1557,2460
"g12527",554,488,782,691,680,670,562,475,855
"g27618",448,402,624,578,556,653,483,392,734
"g21727",3360,3203,3774,2575,3276,2279,1917,2854,2620
"g56228",123,216,171,249,151,283,211,116,302
"g55556",2398,2445,1852,1654,1611,1741,1217,1575,1534
"g58350",796,740,886,771,781,874,893,608,969
"g11873",231,272,396,389,303,418,275,203,462
"adi2mcaRNA20725_R0",176,154,248,260,226,347,243,107,337
"adi2mcaRNA7331_R0",830,848,818,776,632,1184,841,508,980
"adi2mcaRNA29127_R2",21013,25235,26496,26658,20684,28299,19474,18594,27807
"g47614",108,140,146,144,145,160,118,86,224
"g15926",0,19,30,19,39,42,47,12,73
"g27621",98,78,138,107,92,112,155,92,167
"g59036",218,226,227,158,184,130,104,193,127
"g38011",1001,854,1143,1082,965,1237,919,966,1345
"g40347",907,719,1346,734,839,644,341,1011,563
"g19485",691,579,703,566,421,714,711,483,853
"g19487",1446,1710,1914,2184,1530,2646,2115,1587,2772
"g36316",884,726,992,1091,574,1095,848,455,1270
"g37957",305,150,404,450,391,299,246,172,353
"g33247",140,112,153,184,94,203,130,102,201
"g40327",735,973,1067,1111,512,1249,873,551,1332
"g33249",142,134,390,324,236,408,314,130,788
"g46366",647,652,801,716,656,683,588,451,808
"g9130",222,163,192,152,168,144,93,207,97
"g35913",1308,1340,1578,1731,1125,1970,1577,715,2276
"g19906",2239,2615,3610,3263,3846,4424,3379,3163,4286
"g19907",3680,3558,4194,3769,2636,4011,3605,2859,4332
"g65333",3410,3071,3640,2243,3068,2278,1973,3191,2215
"adi2mcaRNA4436_R0",428,443,495,477,374,295,231,346,221
"g62640",1177,1651,1326,1152,1178,1792,1805,928,2169
"g43407",3870,3574,3981,2573,3101,2530,2098,3070,2505
"g37265",460,341,518,298,349,517,370,319,564
"g23935",1041,1432,2385,2163,1598,2001,1161,812,2156
"adi2mcaRNA10635_R0",5698,4801,5760,3994,4855,3692,3111,4473,4113
"adi2mcaRNA29499_R3",150,199,121,148,85,240,243,97,193
"adi2mcaRNA29499_R4",191,270,208,195,162,301,284,141,284
"g41216",606,512,502,446,422,454,266,525,371
"g66015",52,29,61,79,17,110,63,54,123
"g1589",315,337,413,355,350,467,366,235,497
"g57431",17552,17468,20497,19044,9123,22456,15797,12348,24608
"g16613",349,426,286,275,227,264,185,328,221
"g41322",435,502,529,427,464,473,458,298,603
"g49135",1543,1680,1645,1043,1346,1048,952,1170,970
"g41491",1845,2002,2057,1919,1283,2535,1897,1387,2643
"g41495",102,102,59,52,32,24,6,27,29
"adi2mcaRNA28334_R0",16379,14712,21565,13013,17005,11623,7985,19165,11975
"g42676",48,85,117,107,95,119,126,82,121
"g32449",2079,2490,3600,3365,1858,3568,2295,1806,3456
"g15907",49,35,41,40,26,28,10,48,13
"g54495",2219,1757,2473,1596,1636,1298,852,1836,1390
"g43233",230,264,462,469,419,588,280,321,481
"g43232",720,739,1079,1128,749,1250,832,944,1183
"g18277",134,199,363,395,272,455,302,137,494
"g24401",11135,12518,10951,8718,7801,9175,6242,9478,7769
"adi2mcaRNA5846_R0",884,743,944,548,795,555,371,608,412
"g6444",1171,1118,1200,1197,924,1444,1082,754,1583
"g6445",863,946,1287,1099,1257,1404,980,927,1333
"g6443",291,220,313,439,232,381,414,208,436
"g62481",475,430,315,372,332,192,235,251,176
"g32778",57,62,123,129,123,93,133,61,77
"g3428",454,538,623,571,446,586,471,309,627
"g21884",5529,5692,5768,5072,4565,4390,2623,5370,4326
"g30435",3275,3239,4457,3674,4376,3879,3239,3074,4261
"g36104",4440,4769,5349,4504,5901,6245,4342,4299,5938
"g46062",6150,7416,6889,6646,5758,8454,5530,4797,8072
"g22689",105,95,85,102,61,57,38,104,65
"g18545",124,138,106,107,82,78,46,111,91
"adi2mcaRNA12272_R0",78,105,148,125,139,191,171,42,287
"g46069",2404,2777,2622,3011,1439,3814,2944,1658,4064
"g22534",485,419,461,507,375,597,449,312,502
"g22533",4197,3821,5099,3799,3074,2312,1575,3822,2164
"g22530",2220,1964,2289,1484,1839,1200,1035,1798,1419
"g66567",1313,1329,1322,1121,1179,1415,1169,863,1475
"g27336",501,505,620,654,461,833,651,545,820
"g42299",333,183,344,187,270,120,85,238,143
"g30201",97,83,100,71,50,31,16,58,20
"g31827",55,51,71,14,48,20,9,59,25
"g48227",796,906,1273,1100,856,1279,850,628,1560
"adi2mcaRNA19686_R1",490,226,415,225,276,171,118,306,177
"g22830",1733,1444,1744,1127,1455,1016,724,1370,910
"g7506",227,317,357,467,255,506,491,142,516
"adi2mcaRNA30007_R2",4837,5660,8316,7469,6143,7517,4436,4417,7405
"g14552",1305,1135,1231,1305,1010,1464,1253,847,1341
"adi2mcaRNA25089_R1",1576,1740,2134,1873,2197,2538,1813,1541,2458
"adi2mcaRNA25089_R0",1557,1514,1980,1744,2231,2414,1656,1428,2445
"g42489",611,674,720,636,638,902,647,493,888
"adi2mcaRNA31951_R0",536,558,736,551,776,791,505,517,781
"g93",110,116,173,106,92,156,150,67,129
"g69804",1171,1385,1278,1124,1046,1017,677,1123,816
"g69803",1772,1555,1857,1290,1316,944,790,1441,1118
"g53963",1572,1599,1149,847,889,1027,641,863,822
"g53969",8605,8070,8060,6450,6141,5716,3947,6888,4960
"g566",90,68,61,44,53,52,21,58,26
"g560",1124,1034,1068,803,711,836,460,871,815
"g66697",32,66,82,77,97,106,100,39,78
"g38727",493,403,793,661,383,350,126,500,297
"g58512",269,344,263,287,262,391,337,167,403
"g28782",73,51,100,51,103,140,67,21,140
"g62857",1154,1325,1483,1118,1024,932,591,1162,954
"g28571",131,129,135,131,138,194,140,104,168
"g70007",333,264,282,124,214,149,118,235,160
"g70002",3445,3208,3923,2551,2951,2538,1933,2942,2541
"g47589",1162,1063,1434,820,993,762,627,957,722
"g47588",406,484,406,373,294,460,442,206,574
"adi2mcaRNA1022_R0",768,723,1025,906,947,1299,1006,867,1039
"g62141",8718,6920,8172,6548,5883,6441,4258,7008,5853
"g62147",534,438,403,428,300,636,589,235,679
"adi2mcaRNA12030_R0",112,94,107,82,76,63,22,63,37
"g67532",254,228,239,169,166,193,118,217,138
"g55648",125,170,188,194,128,59,48,166,78
"g17226",671,846,751,675,603,975,707,488,918
"adi2mcaRNA12830_R0",2920,3337,3316,3418,2616,3988,2868,2143,4562
"g53228",3723,3226,4069,2358,3063,2180,2008,2993,2391
"g18731",4316,4749,4871,5141,2963,5562,3830,2883,5687
"adi2mcaRNA17299_R4",340,409,130,74,127,64,48,92,75
"g61402",13,14,60,73,78,58,60,32,55
"g8641",705,811,679,493,594,474,336,645,345
"g51721",739,762,801,842,613,969,770,540,989
"g59556",449,440,367,335,270,283,130,383,279
"g58601",7607,6764,7422,5210,5530,5710,3953,5533,5509
"g58602",2448,2490,2545,2748,2066,3016,1974,1379,3038
"g48582",165,213,269,413,267,286,271,251,411
"g48584",2058,1778,2711,1469,2048,1399,1138,1890,1401
"g48585",3161,3125,2982,2801,2270,2380,1706,2595,2185
"g65826",2021,1862,2011,1422,1757,1436,1040,1494,1220
"g65828",1044,1093,1364,1385,1245,1961,1678,1090,2088
"g4000",969,1098,1058,803,771,588,450,800,493
"g2315",166,122,233,310,328,161,237,163,294
"g54602",1564,1450,2151,1072,1585,1055,928,1652,1027
"adi2mcaRNA15808_R1",620,424,630,249,433,290,221,427,331
"adi2mcaRNA15808_R0",829,523,891,428,575,374,368,608,442
"g10218",308,366,316,347,295,375,402,176,426
"g32948",3083,2662,3065,2131,2372,2095,1745,2265,2060
"g32947",1406,1453,1211,818,925,1017,682,1053,983
"g39147",320,218,298,131,240,201,88,228,142
"g22772",133,146,182,162,102,38,34,109,38
"adi2mcaRNA17343_R0",645,569,694,495,578,474,342,587,459
"g50689",1527,1341,2047,1842,2398,2723,2048,1648,2739
"g52097",151,85,137,72,133,71,19,141,84
"adi2mcaRNA7970_R1",213,238,519,359,335,291,253,167,295
"g66936",938,881,1155,574,828,635,437,901,727
"g32195",4854,4728,5883,4700,5337,5507,4292,3930,5519
"g54938",172,270,269,193,196,301,239,163,278
"g64088",1832,1766,2443,2040,2739,2922,2214,1876,2861
"g43709",232,252,346,293,342,606,401,231,781
"adi2mcaRNA2131_R0",824,765,953,582,646,454,392,571,463
"g29218",1292,920,1383,818,1071,725,611,1055,712
"g8022",2273,2310,2814,2632,2773,3563,2633,2275,3522
"g66099",1072,1131,1254,1087,1144,1502,1032,1102,1380
"g43373",9,19,19,28,5,50,45,9,47
"g56486",323,331,401,319,329,216,167,310,195
"g10586",316,387,382,494,181,213,141,324,155
"g10585",2438,2585,3781,3582,2359,3764,2528,2333,3728
"g63600",211,250,262,184,187,340,239,196,276
"g54932",5003,5172,5445,4226,4277,7194,4937,4161,7558
"g61606",69,57,48,31,37,20,11,41,36
"g26842",2383,2568,2250,1277,1545,929,729,1031,990
"adi2mcaRNA10073_R0",7327,6899,9001,6076,6752,4814,3701,6349,4850
"g64473",1053,1072,1560,955,944,742,605,1018,731
"g8563",84,93,206,212,113,254,193,79,175
"g2686",700,610,712,762,538,737,661,507,784
"g2687",266,330,345,334,281,377,311,250,438
"g4902",1262,1370,1471,1012,1029,819,547,1310,798
"g4900",4973,4893,8157,6594,6490,6549,4637,5129,7383
"adi2mcaRNA6169_R0",6862,7540,9331,7799,10381,11528,8481,7710,12477
"g3489",5349,6991,6652,5919,5028,8119,5624,4854,8443
"adi2mcaRNA14792_R1",9687,8988,10038,7401,6486,7296,4937,8099,6657
"g4270",695,703,1058,776,878,873,776,740,1021
"g18168",96,177,200,216,191,262,209,123,166
"g71504",954,946,1224,1054,1285,1441,1149,1180,1404
"g51740",5630,4668,6127,4364,4481,3896,2740,4448,3666
"g18877",371,247,279,313,254,379,332,225,379
"g62403",803,859,1047,969,903,1175,823,744,881
"g35527",361,398,530,516,477,523,446,396,627
"g14823",174,159,276,330,266,267,158,168,320
"g14825",86,73,139,147,167,187,130,128,162
"g22603",1404,1355,1518,1206,1166,956,797,1182,957
"g33696",2012,1970,2052,2296,1520,3017,2363,1313,3126
"g33692",225,203,257,216,248,274,269,189,400
"adi2mcaRNA29018_R0",610,573,1023,881,885,854,612,474,893
"adi2mcaRNA27065_R0",1139,1087,1433,705,1025,661,466,1275,623
"g9760",598,554,578,418,373,393,260,460,386
"g9762",3236,3918,3844,4240,3329,2800,1896,2985,2130
"g9764",696,1038,966,890,784,633,414,711,508
"g67837",380,296,669,689,586,901,779,317,888
"g21643",463,387,516,580,327,637,554,270,603
"adi2mcaRNA18723_R0",970,817,1165,602,729,646,525,873,606
"g63100",389,354,403,405,285,540,446,244,617
"adi2mcaRNA4076_R0",1443,1213,1961,852,1216,883,788,1647,1012
"g56569",2127,2257,2449,1459,1809,1528,1167,1844,1571
"g39406",4641,4538,5665,5653,3829,6058,4385,3880,6062
"g39405",1807,1930,2453,1952,2304,2764,2417,2034,2743
"g39404",2674,2782,3439,2656,3157,3752,2593,2735,3333
"g63045",1375,1168,1607,1614,1331,1801,1337,1273,1647
"g10624",625,620,610,464,478,657,628,326,732
"g58186",227,217,253,299,225,294,274,182,308
"g63819",125,178,229,235,176,226,166,147,237
"g4726",1337,1079,1370,904,977,650,738,1055,839
"g20258",169,127,110,127,52,79,60,112,55
"g57778",4631,5208,5329,5540,5215,6601,4063,3364,6369
"g45592",237,204,256,170,166,165,94,193,102
"adi2mcaRNA6730_R0",2035,2400,2287,2332,1632,3083,1901,1355,2894
"g8559",460,661,554,533,441,812,575,461,707
"g12413",54,27,71,54,59,67,59,42,83
"adi2mcaRNA31559_R1",372,465,678,592,625,554,359,272,590
"g14710",387,435,543,517,379,596,356,318,593
"g54226",1966,1833,1964,1857,1742,1582,1010,1623,1339
"g54595",648,747,735,687,591,862,729,458,858
"g54596",1405,1115,1629,1133,1151,834,693,1157,953
"g59527",902,813,684,502,536,533,457,574,421
"g70082",597,425,514,414,383,684,456,274,603
"g23874",244,269,355,331,296,462,292,179,308
"g23873",145,107,115,147,143,177,156,82,183
"g23872",89,88,85,148,85,186,104,60,173
"g36228",172,186,247,272,213,333,230,147,252
"adi2mcaRNA3428_R1",711,615,637,418,438,405,274,517,371
"adi2mcaRNA3428_R0",619,513,581,429,384,372,258,451,372
"g22473",1354,878,1258,677,938,714,417,881,725
"g67315",1337,1161,2051,1245,1291,900,689,1332,1027
"g1876",83,98,55,48,51,61,21,80,28
"g26828",989,1132,371,289,262,185,125,278,137
"g20727",331,379,345,410,374,429,403,233,398
"g24039",7822,7748,9297,6619,7444,5956,4655,7014,6190
"g24037",763,634,761,637,553,504,349,633,455
"adi2mcaRNA962_R7",243,195,234,158,130,126,129,230,129
"g28102",4559,4169,4467,3217,3588,3319,2669,3471,3119
"g3769",540,566,612,415,414,432,291,571,384
"g25071",3413,3747,4858,4240,5038,5511,4468,3653,5428
"g50474",1113,959,1489,991,1366,1242,1047,864,1181
"g41795",371,321,370,418,325,468,369,222,449
"adi2mcaRNA37907_R0",4456,4882,2889,2723,3084,3632,2266,3293,2744
"g66162",280,263,224,196,218,187,90,246,174
"g10297",300,354,324,323,278,410,331,243,374
"g10290",346,346,562,461,366,523,477,231,489
"g60646",6014,5800,5105,3649,4368,4221,3605,4602,3799
"g68340",338,319,612,402,643,602,609,577,694
"g68341",347,328,458,394,241,509,354,283,427
"g12590",294,229,295,228,115,135,101,179,124
"g53823",223,305,262,142,103,165,104,199,106
"g38036",1287,1031,1411,891,1049,789,660,1207,910
"g41255",874,851,1038,933,1095,1433,834,812,1255
"g31001",25,25,66,50,44,73,40,20,77
"g31009",1286,1048,1553,801,993,750,658,1224,629
"g41785",845,884,892,827,542,1051,832,475,1078
"g43781",335,301,399,315,262,190,157,366,283
"g43786",855,711,582,663,516,925,634,440,1052
"g64312",1300,1033,1421,928,1038,753,609,1036,724
"g833",79,115,61,66,57,49,24,85,58
"g42251",1082,1133,1691,1584,1061,1741,1206,882,1683
"g45209",869,893,990,742,701,506,450,724,605
"g34989",1941,1627,2125,1456,1473,1346,844,1599,1147
"g34987",521,511,650,604,719,790,522,522,784
